,Commodity,Date,Weighted Avg Price,Spring,Summer,Fall,Winter,Commodity Type
1912,PEARS BARTLETT,4/5/2019,1.37,No,No,Yes,Yes,Fruit
221,BROCCOLI  ,4/5/2019,1.95,Yes,No,Yes,No,Vegetable
222,BROCCOLI CROWN CUT,4/5/2019,1.99,Yes,No,Yes,No,Vegetable
2333,APPLES GALA,4/5/2019,1.61,Yes,Yes,Yes,Yes,Fruit
788,TOMATOES  ,4/5/2019,0.73,No,Yes,No,No,Fruit
789,TOMATOES VINE RIPES,4/5/2019,1.99,No,Yes,No,No,Fruit
2612,BANANAS  ,4/5/2019,0.49,Yes,Yes,Yes,Yes,Fruit
969,ASPARAGUS GREEN,5/10/2019,2.91,Yes,No,No,No,Vegetable
2341,APPLES PINK LADY/CRIPPS PINK,5/10/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2342,APPLES PINK LADY/CRIPPS PINK,5/10/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1362,GRAPES RED SEEDLESS,5/10/2019,1.91,No,No,Yes,No,Fruit
2344,APPLES HONEYCRISP,5/10/2019,3.34,Yes,Yes,Yes,Yes,Fruit
318,BRUSSELS SPROUTS  ,5/10/2019,1.99,No,No,Yes,Yes,Vegetable
2345,APPLES GALA,5/10/2019,1.82,Yes,Yes,Yes,Yes,Fruit
2343,APPLES HONEYCRISP,5/10/2019,3.79,Yes,Yes,Yes,Yes,Fruit
427,CAULIFLOWER  ,5/10/2019,1.99,No,No,Yes,No,Vegetable
2340,APPLES RED DELICIOUS,5/10/2019,1.99,Yes,Yes,Yes,Yes,Fruit
223,BROCCOLI  ,5/10/2019,2.49,Yes,No,Yes,No,Vegetable
2347,APPLES FUJI,5/10/2019,2.07,Yes,Yes,Yes,Yes,Fruit
37,CUCUMBERS  ,5/10/2019,0.69,No,Yes,No,No,Vegetable
38,CUCUMBERS LONG SEEDLESS,5/10/2019,0.25,No,Yes,No,No,Vegetable
225,BROCCOLI CROWN CUT,5/10/2019,1.99,Yes,No,Yes,No,Vegetable
224,BROCCOLI  ,5/10/2019,0.75,Yes,No,Yes,No,Vegetable
2651,APRICOTS  ,5/10/2019,3.81,Yes,Yes,No,No,Fruit
362,CARROTS  ,5/10/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
36,CUCUMBERS  ,5/10/2019,1.29,No,Yes,No,No,Vegetable
1156,LIMES  ,5/10/2019,0.91,Yes,Yes,Yes,Yes,Fruit
1917,PEARS D'ANJOU,5/10/2019,1.69,No,No,Yes,Yes,Fruit
1918,PEARS D'ANJOU,5/10/2019,0.55,No,No,Yes,Yes,Fruit
1919,PEARS BOSC,5/10/2019,1.85,No,No,Yes,Yes,Fruit
1920,PEARS BOSC,5/10/2019,0.62,No,No,Yes,Yes,Fruit
1921,PEARS BARTLETT,5/10/2019,1.99,No,No,Yes,Yes,Fruit
1213,LEMONS  ,5/10/2019,0.59,Yes,Yes,Yes,Yes,Fruit
2677,MUSHROOMS WHITE,5/10/2019,3.99,Yes,No,Yes,No,Vegetable
2346,APPLES GALA,5/10/2019,0.89,Yes,Yes,Yes,Yes,Fruit
2613,BANANAS  ,5/10/2019,0.48,Yes,Yes,Yes,Yes,Fruit
1072,ORANGES VALENCIA,5/10/2019,0.39,No,No,No,Yes,Fruit
2348,APPLES FUJI,5/10/2019,0.86,Yes,Yes,Yes,Yes,Fruit
2349,APPLES BRAEBURN,5/10/2019,0.76,Yes,Yes,Yes,Yes,Fruit
1742,PINEAPPLES  ,5/10/2019,0.87,Yes,No,Yes,Yes,Fruit
1743,PINEAPPLES  ,5/10/2019,1.25,Yes,No,Yes,Yes,Fruit
506,CABBAGE ROUND GREEN TYPE,5/10/2019,0.43,Yes,No,Yes,Yes,Vegetable
797,TOMATOES  ,5/10/2019,0.87,No,Yes,No,No,Fruit
1073,ORANGES NAVEL,5/10/2019,0.84,No,No,No,Yes,Fruit
796,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,5/10/2019,2.11,No,Yes,No,No,Fruit
1922,PEARS BARTLETT,5/10/2019,0.82,No,No,Yes,Yes,Fruit
794,"TOMATOES VINE RIPES, ON THE VINE",5/10/2019,2.15,No,Yes,No,No,Fruit
2528,CHERRIES RED VARIETIES,5/10/2019,4.3,No,Yes,No,No,Fruit
624,TOMATILLOS  ,5/10/2019,0.49,No,Yes,No,No,Fruit
93,EGGPLANT  ,5/10/2019,1.42,No,Yes,No,No,Vegetable
1071,ORANGES NAVEL,5/10/2019,0.7,No,No,No,Yes,Fruit
795,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,5/10/2019,4.24,No,Yes,No,No,Fruit
1552,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/10/2019,1.47,No,Yes,No,No,Fruit
1923,PEARS D'ANJOU,5/17/2019,1.69,No,No,Yes,Yes,Fruit
1744,PINEAPPLES  ,5/17/2019,0.54,Yes,No,Yes,Yes,Fruit
1924,PEARS BARTLETT,5/17/2019,1.99,No,No,Yes,Yes,Fruit
1925,PEARS BOSC,5/17/2019,0.9,No,No,Yes,Yes,Fruit
2652,APRICOTS  ,5/17/2019,3.15,Yes,Yes,No,No,Fruit
2719,GARLIC  ,5/17/2019,1.59,Yes,Yes,Yes,No,Vegetable
2720,GARLIC  ,5/17/2019,2.49,Yes,Yes,Yes,No,Vegetable
2614,BANANAS  ,5/17/2019,0.41,Yes,Yes,Yes,Yes,Fruit
2615,BANANAS  ,5/17/2019,0.59,Yes,Yes,Yes,Yes,Fruit
2350,APPLES FUJI,5/17/2019,1.24,Yes,Yes,Yes,Yes,Fruit
2529,CHERRIES RED VARIETIES,5/17/2019,3.6,No,Yes,No,No,Fruit
2357,APPLES FUJI,5/17/2019,0.84,Yes,Yes,Yes,Yes,Fruit
2355,APPLES RED DELICIOUS,5/17/2019,0.64,Yes,Yes,Yes,Yes,Fruit
2354,APPLES PINK LADY/CRIPPS PINK,5/17/2019,0.5,Yes,Yes,Yes,Yes,Fruit
2353,APPLES GRANNY SMITH,5/17/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2352,APPLES GALA,5/17/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2351,APPLES GALA,5/17/2019,0.9,Yes,Yes,Yes,Yes,Fruit
1745,PINEAPPLES  ,5/17/2019,0.98,Yes,No,Yes,Yes,Fruit
2358,APPLES BRAEBURN,5/17/2019,1.33,Yes,Yes,Yes,Yes,Fruit
2356,APPLES PINK LADY/CRIPPS PINK,5/17/2019,0.99,Yes,Yes,Yes,Yes,Fruit
1363,GRAPES RED GLOBE,5/17/2019,1.47,No,No,Yes,No,Fruit
125,BEETS  ,5/17/2019,0.64,No,Yes,Yes,Yes,Vegetable
363,CARROTS  ,5/17/2019,0.3,Yes,Yes,Yes,Yes,Vegetable
1157,LIMES  ,5/17/2019,0.81,Yes,Yes,Yes,Yes,Fruit
1554,PEACHES VARIOUS WHITE FLESH VARIETIES,5/17/2019,2.99,No,Yes,No,No,Fruit
1553,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/17/2019,2.57,No,Yes,No,No,Fruit
228,BROCCOLI CROWN CUT,5/17/2019,2.48,Yes,No,Yes,No,Vegetable
227,BROCCOLI  ,5/17/2019,1.99,Yes,No,Yes,No,Vegetable
226,BROCCOLI  ,5/17/2019,0.96,Yes,No,Yes,No,Vegetable
428,CAULIFLOWER  ,5/17/2019,1.99,No,No,Yes,No,Vegetable
429,CAULIFLOWER  ,5/17/2019,0.99,No,No,Yes,No,Vegetable
94,EGGPLANT  ,5/17/2019,0.5,No,Yes,No,No,Vegetable
1364,GRAPES RED SEEDLESS,5/17/2019,1.62,No,No,Yes,No,Fruit
1077,ORANGES VALENCIA,5/17/2019,0.71,No,No,No,Yes,Fruit
1076,ORANGES NAVEL,5/17/2019,1.67,No,No,No,Yes,Fruit
1075,ORANGES NAVEL,5/17/2019,0.72,No,No,No,Yes,Fruit
1074,ORANGES VALENCIA,5/17/2019,0.5,No,No,No,Yes,Fruit
625,TOMATILLOS  ,5/17/2019,0.63,No,Yes,No,No,Fruit
507,CABBAGE ROUND GREEN TYPE,5/17/2019,0.2,Yes,No,Yes,Yes,Vegetable
802,"TOMATOES VINE RIPES, ON THE VINE",5/17/2019,2.48,No,Yes,No,No,Fruit
798,TOMATOES  ,5/17/2019,2.22,No,Yes,No,No,Fruit
41,CUCUMBERS LONG SEEDLESS,5/17/2019,0.72,No,Yes,No,No,Vegetable
1214,LEMONS  ,5/17/2019,0.6,Yes,Yes,Yes,Yes,Fruit
40,CUCUMBERS  ,5/17/2019,0.99,No,Yes,No,No,Vegetable
971,ASPARAGUS GREEN,5/17/2019,5.99,Yes,No,No,No,Vegetable
39,CUCUMBERS  ,5/17/2019,0.61,No,Yes,No,No,Vegetable
799,TOMATOES  ,5/17/2019,1.29,No,Yes,No,No,Fruit
800,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,5/17/2019,3.63,No,Yes,No,No,Fruit
970,ASPARAGUS GREEN,5/17/2019,2.77,Yes,No,No,No,Vegetable
801,"TOMATOES VINE RIPES, ON THE VINE",5/17/2019,1.63,No,Yes,No,No,Fruit
1158,LIMES  ,5/24/2019,0.52,Yes,Yes,Yes,Yes,Fruit
582,SWEET POTATOES  ,5/24/2019,1.19,No,No,Yes,Yes,Vegetable
229,BROCCOLI  ,5/24/2019,0.79,Yes,No,Yes,No,Vegetable
230,BROCCOLI CROWN CUT,5/24/2019,1.11,Yes,No,Yes,No,Vegetable
1215,LEMONS  ,5/24/2019,0.62,Yes,Yes,Yes,Yes,Fruit
364,CARROTS  ,5/24/2019,0.32,Yes,Yes,Yes,Yes,Vegetable
803,TOMATOES  ,5/24/2019,1.68,No,Yes,No,No,Fruit
2678,MUSHROOMS WHITE,5/24/2019,3.79,Yes,No,Yes,No,Vegetable
1746,PINEAPPLES  ,5/24/2019,0.68,Yes,No,Yes,Yes,Fruit
508,CABBAGE ROUND GREEN TYPE,5/24/2019,0.38,Yes,No,Yes,Yes,Vegetable
430,CAULIFLOWER  ,5/24/2019,1.19,No,No,Yes,No,Vegetable
807,"TOMATOES VINE RIPES, ON THE VINE",5/24/2019,1.66,No,Yes,No,No,Fruit
806,TOMATOES VINE RIPES,5/24/2019,2.48,No,Yes,No,No,Fruit
805,TOMATOES VINE RIPES,5/24/2019,0.75,No,Yes,No,No,Fruit
804,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,5/24/2019,4.05,No,Yes,No,No,Fruit
1365,GRAPES RED GLOBE,5/24/2019,1.39,No,No,Yes,No,Fruit
1926,PEARS D'ANJOU,5/24/2019,0.91,No,No,Yes,Yes,Fruit
1367,GRAPES WHITE SEEDLESS TYPE,5/24/2019,3.99,No,No,Yes,No,Fruit
1368,GRAPES WHITE SEEDLESS TYPE,5/24/2019,3.29,No,No,Yes,No,Fruit
808,"TOMATOES VINE RIPES, ON THE VINE",5/24/2019,2.04,No,Yes,No,No,Fruit
1366,GRAPES RED SEEDLESS,5/24/2019,3.07,No,No,Yes,No,Fruit
1928,PEARS BOSC,5/24/2019,0.79,No,No,Yes,Yes,Fruit
1558,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/24/2019,2.63,No,Yes,No,No,Fruit
2360,APPLES GRANNY SMITH,5/24/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2361,APPLES HONEYCRISP,5/24/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2362,APPLES RED DELICIOUS,5/24/2019,0.68,Yes,Yes,Yes,Yes,Fruit
2363,APPLES GALA,5/24/2019,1.87,Yes,Yes,Yes,Yes,Fruit
1927,PEARS BARTLETT,5/24/2019,0.79,No,No,Yes,Yes,Fruit
2365,APPLES BRAEBURN,5/24/2019,0.89,Yes,Yes,Yes,Yes,Fruit
2366,APPLES FUJI,5/24/2019,2.19,Yes,Yes,Yes,Yes,Fruit
2367,APPLES FUJI,5/24/2019,0.93,Yes,Yes,Yes,Yes,Fruit
1078,ORANGES NAVEL,5/24/2019,0.81,No,No,No,Yes,Fruit
2530,CHERRIES RAINIER,5/24/2019,2.67,No,Yes,No,No,Fruit
2531,CHERRIES RED VARIETIES,5/24/2019,2.92,No,Yes,No,No,Fruit
2616,BANANAS  ,5/24/2019,0.39,Yes,Yes,Yes,Yes,Fruit
972,ASPARAGUS GREEN,5/24/2019,2.83,Yes,No,No,No,Vegetable
43,CUCUMBERS  ,5/24/2019,0.99,No,Yes,No,No,Vegetable
42,CUCUMBERS LONG SEEDLESS,5/24/2019,0.6,No,Yes,No,No,Vegetable
2359,APPLES GRANNY SMITH,5/24/2019,0.89,Yes,Yes,Yes,Yes,Fruit
2653,APRICOTS  ,5/24/2019,3.37,Yes,Yes,No,No,Fruit
2364,APPLES GALA,5/24/2019,0.73,Yes,Yes,Yes,Yes,Fruit
1079,ORANGES VALENCIA,5/24/2019,0.77,No,No,No,Yes,Fruit
1929,PEARS BOSC,5/24/2019,1.29,No,No,Yes,Yes,Fruit
1557,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/24/2019,2.35,No,Yes,No,No,Fruit
1556,PEACHES VARIOUS WHITE FLESH VARIETIES,5/24/2019,4.49,No,Yes,No,No,Fruit
2654,APRICOTS  ,5/24/2019,4.99,Yes,Yes,No,No,Fruit
1555,PEACHES VARIOUS WHITE FLESH VARIETIES,5/24/2019,2.2,No,Yes,No,No,Fruit
626,TOMATILLOS  ,5/24/2019,0.49,No,Yes,No,No,Fruit
1080,ORANGES VALENCIA,5/24/2019,0.74,No,No,No,Yes,Fruit
811,"TOMATOES VINE RIPES, ON THE VINE",5/3/2019,1.28,No,Yes,No,No,Fruit
627,TOMATILLOS  ,5/3/2019,0.9,No,Yes,No,No,Fruit
1217,LEMONS  ,5/3/2019,0.66,Yes,Yes,Yes,Yes,Fruit
1559,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/3/2019,1.98,No,Yes,No,No,Fruit
1216,LEMONS  ,5/3/2019,0.5,Yes,Yes,Yes,Yes,Fruit
973,ASPARAGUS GREEN,5/3/2019,4.88,Yes,No,No,No,Vegetable
809,TOMATOES  ,5/3/2019,1.1,No,Yes,No,No,Fruit
2370,APPLES HONEYCRISP,5/3/2019,1.64,Yes,Yes,Yes,Yes,Fruit
95,EGGPLANT  ,5/3/2019,1.48,No,Yes,No,No,Vegetable
810,TOMATOES  ,5/3/2019,3.99,No,Yes,No,No,Fruit
1747,PINEAPPLES  ,5/3/2019,0.69,Yes,No,Yes,Yes,Fruit
2617,BANANAS  ,5/3/2019,0.43,Yes,Yes,Yes,Yes,Fruit
1748,PINEAPPLES  ,5/3/2019,1.25,Yes,No,Yes,Yes,Fruit
1081,ORANGES NAVEL,5/3/2019,0.65,No,No,No,Yes,Fruit
126,BEETS  ,5/3/2019,0.77,No,Yes,Yes,Yes,Vegetable
1082,ORANGES VALENCIA,5/3/2019,0.99,No,No,No,Yes,Fruit
812,"TOMATOES VINE RIPES, ON THE VINE",5/3/2019,1.59,No,Yes,No,No,Fruit
2532,CHERRIES RED VARIETIES,5/3/2019,2.5,No,Yes,No,No,Fruit
1083,ORANGES VALENCIA,5/3/2019,0.49,No,No,No,Yes,Fruit
1159,LIMES  ,5/3/2019,0.96,Yes,Yes,Yes,Yes,Fruit
1515,GRAPEFRUIT RED,5/3/2019,0.74,No,No,No,Yes,Fruit
2618,BANANAS  ,5/3/2019,0.69,Yes,Yes,Yes,Yes,Fruit
2371,APPLES GRANNY SMITH,5/3/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2372,APPLES GALA,5/3/2019,1.88,Yes,Yes,Yes,Yes,Fruit
231,BROCCOLI CROWN CUT,5/3/2019,0.99,Yes,No,Yes,No,Vegetable
232,BROCCOLI  ,5/3/2019,1.48,Yes,No,Yes,No,Vegetable
233,BROCCOLI  ,5/3/2019,2.0,Yes,No,Yes,No,Vegetable
2376,APPLES GRANNY SMITH,5/3/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2374,APPLES FUJI,5/3/2019,2.06,Yes,Yes,Yes,Yes,Fruit
2373,APPLES GALA,5/3/2019,1.41,Yes,Yes,Yes,Yes,Fruit
974,ASPARAGUS GREEN,5/3/2019,3.72,Yes,No,No,No,Vegetable
2368,APPLES RED DELICIOUS,5/3/2019,0.5,Yes,Yes,Yes,Yes,Fruit
2369,APPLES PINK LADY/CRIPPS PINK,5/3/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1369,GRAPES RED SEEDLESS,5/3/2019,2.04,No,No,Yes,No,Fruit
1370,GRAPES BLACK SEEDLESS,5/3/2019,1.89,No,No,Yes,No,Fruit
1932,PEARS BOSC,5/3/2019,2.69,No,No,Yes,Yes,Fruit
1933,PEARS BOSC,5/3/2019,0.67,No,No,Yes,Yes,Fruit
2375,APPLES FUJI,5/3/2019,0.91,Yes,Yes,Yes,Yes,Fruit
365,CARROTS  ,5/3/2019,0.42,Yes,Yes,Yes,Yes,Vegetable
509,CABBAGE ROUND GREEN TYPE,5/3/2019,0.41,Yes,No,Yes,Yes,Vegetable
1930,PEARS D'ANJOU,5/3/2019,0.84,No,No,Yes,Yes,Fruit
1931,PEARS D'ANJOU,5/3/2019,0.95,No,No,Yes,Yes,Fruit
1649,PLUMS  ,5/3/2019,1.29,No,Yes,No,No,Fruit
45,CUCUMBERS  ,5/3/2019,1.29,No,Yes,No,No,Vegetable
44,CUCUMBERS LONG SEEDLESS,5/3/2019,0.48,No,Yes,No,No,Vegetable
2378,APPLES GALA,5/31/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2379,APPLES RED DELICIOUS,5/31/2019,0.5,Yes,Yes,Yes,Yes,Fruit
2380,APPLES PINK LADY/CRIPPS PINK,5/31/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1084,ORANGES NAVEL,5/31/2019,0.85,No,No,No,Yes,Fruit
1085,ORANGES VALENCIA,5/31/2019,0.72,No,No,No,Yes,Fruit
818,TOMATOES VINE RIPES,5/31/2019,1.49,No,Yes,No,No,Fruit
817,"TOMATOES VINE RIPES, ON THE VINE",5/31/2019,2.08,No,Yes,No,No,Fruit
1516,GRAPEFRUIT RED,5/31/2019,0.79,No,No,No,Yes,Fruit
2377,APPLES FUJI,5/31/2019,1.21,Yes,Yes,Yes,Yes,Fruit
628,TOMATILLOS  ,5/31/2019,0.58,No,Yes,No,No,Fruit
2655,APRICOTS  ,5/31/2019,3.99,Yes,Yes,No,No,Fruit
1934,PEARS D'ANJOU,5/31/2019,0.69,No,No,Yes,Yes,Fruit
2534,CHERRIES RED VARIETIES,5/31/2019,3.28,No,Yes,No,No,Fruit
2533,CHERRIES RAINIER,5/31/2019,2.5,No,Yes,No,No,Fruit
1935,PEARS BOSC,5/31/2019,0.69,No,No,Yes,Yes,Fruit
1650,PLUMS INTERSPECIFIC TYPE,5/31/2019,2.99,No,Yes,No,No,Fruit
975,ASPARAGUS GREEN,5/31/2019,3.08,Yes,No,No,No,Vegetable
127,BEETS  ,5/31/2019,0.5,No,Yes,Yes,Yes,Vegetable
2619,BANANAS  ,5/31/2019,0.34,Yes,Yes,Yes,Yes,Fruit
48,CUCUMBERS LONG SEEDLESS,5/31/2019,0.48,No,Yes,No,No,Vegetable
47,CUCUMBERS  ,5/31/2019,0.99,No,Yes,No,No,Vegetable
46,CUCUMBERS  ,5/31/2019,0.69,No,Yes,No,No,Vegetable
2656,APRICOTS  ,5/31/2019,3.22,Yes,Yes,No,No,Fruit
815,TOMATOES VINE RIPES,5/31/2019,2.49,No,Yes,No,No,Fruit
816,"TOMATOES VINE RIPES, ON THE VINE",5/31/2019,1.76,No,Yes,No,No,Fruit
813,TOMATOES  ,5/31/2019,1.96,No,Yes,No,No,Fruit
1218,LEMONS  ,5/31/2019,3.99,Yes,Yes,Yes,Yes,Fruit
583,SWEET POTATOES  ,5/31/2019,0.99,No,No,Yes,Yes,Vegetable
1376,GRAPES WHITE SEEDLESS TYPE,5/31/2019,3.01,No,No,Yes,No,Fruit
1375,GRAPES RED SEEDLESS,5/31/2019,3.01,No,No,Yes,No,Fruit
510,CABBAGE ROUND GREEN TYPE,5/31/2019,0.4,Yes,No,Yes,Yes,Vegetable
1374,GRAPES RED SEEDLESS,5/31/2019,2.08,No,No,Yes,No,Fruit
1749,PINEAPPLES  ,5/31/2019,0.55,Yes,No,Yes,Yes,Fruit
1160,LIMES  ,5/31/2019,0.59,Yes,Yes,Yes,Yes,Fruit
814,TOMATOES VINE RIPES,5/31/2019,0.99,No,Yes,No,No,Fruit
1372,GRAPES BLACK SEEDLESS,5/31/2019,0.82,No,No,Yes,No,Fruit
1371,GRAPES WHITE SEEDLESS TYPE,5/31/2019,2.1,No,No,Yes,No,Fruit
236,BROCCOLI  ,5/31/2019,1.5,Yes,No,Yes,No,Vegetable
432,CAULIFLOWER  ,5/31/2019,1.48,No,No,Yes,No,Vegetable
431,CAULIFLOWER  ,5/31/2019,1.56,No,No,Yes,No,Vegetable
235,BROCCOLI CROWN CUT,5/31/2019,1.92,Yes,No,Yes,No,Vegetable
1373,GRAPES RED GLOBE,5/31/2019,1.45,No,No,Yes,No,Fruit
366,CARROTS  ,5/31/2019,0.37,Yes,Yes,Yes,Yes,Vegetable
2384,APPLES GALA,5/31/2019,1.83,Yes,Yes,Yes,Yes,Fruit
1563,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/31/2019,2.02,No,Yes,No,No,Fruit
2381,APPLES HONEYCRISP,5/31/2019,3.79,Yes,Yes,Yes,Yes,Fruit
1562,PEACHES VARIOUS YELLOW FLESH VARIETIES,5/31/2019,3.43,No,Yes,No,No,Fruit
1561,PEACHES VARIOUS WHITE FLESH VARIETIES,5/31/2019,1.87,No,Yes,No,No,Fruit
1560,PEACHES VARIOUS WHITE FLESH VARIETIES,5/31/2019,3.61,No,Yes,No,No,Fruit
2382,APPLES HONEYCRISP,5/31/2019,1.99,Yes,Yes,Yes,Yes,Fruit
234,BROCCOLI  ,5/31/2019,0.89,Yes,No,Yes,No,Vegetable
2383,APPLES GRANNY SMITH,5/31/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2385,APPLES FUJI,5/31/2019,1.81,Yes,Yes,Yes,Yes,Fruit
1087,ORANGES VALENCIA,6/14/2019,0.6,No,No,No,Yes,Fruit
1377,GRAPES WHITE SEEDLESS TYPE,6/14/2019,2.67,No,No,Yes,No,Fruit
1378,GRAPES WHITE SEEDLESS TYPE,6/14/2019,1.75,No,No,Yes,No,Fruit
1939,PEARS BARTLETT,6/14/2019,1.49,No,No,Yes,Yes,Fruit
1379,GRAPES RED SEEDLESS,6/14/2019,1.8,No,No,Yes,No,Fruit
1381,GRAPES RED SEEDLESS,6/14/2019,2.67,No,No,Yes,No,Fruit
1938,PEARS BARTLETT,6/14/2019,1.99,No,No,Yes,Yes,Fruit
1086,ORANGES NAVEL,6/14/2019,0.86,No,No,No,Yes,Fruit
1937,PEARS BOSC,6/14/2019,1.5,No,No,Yes,Yes,Fruit
1936,PEARS D'ANJOU,6/14/2019,1.49,No,No,Yes,Yes,Fruit
976,ASPARAGUS GREEN,6/14/2019,6.99,Yes,No,No,No,Vegetable
977,ASPARAGUS GREEN,6/14/2019,2.69,Yes,No,No,No,Vegetable
1161,LIMES  ,6/14/2019,0.43,Yes,Yes,Yes,Yes,Fruit
1219,LEMONS  ,6/14/2019,0.69,Yes,Yes,Yes,Yes,Fruit
2535,CHERRIES RED VARIETIES,6/14/2019,3.3,No,Yes,No,No,Fruit
2536,CHERRIES RAINIER,6/14/2019,2.99,No,Yes,No,No,Fruit
237,BROCCOLI CROWN CUT,6/14/2019,1.58,Yes,No,Yes,No,Vegetable
1088,ORANGES VALENCIA,6/14/2019,0.99,No,No,No,Yes,Fruit
128,BEETS  ,6/14/2019,0.33,No,Yes,Yes,Yes,Vegetable
1380,GRAPES BLACK SEEDLESS,6/14/2019,2.19,No,No,Yes,No,Fruit
821,TOMATOES VINE RIPES,6/14/2019,2.99,No,Yes,No,No,Fruit
2621,BANANAS  ,6/14/2019,0.79,Yes,Yes,Yes,Yes,Fruit
2391,APPLES FUJI,6/14/2019,0.84,Yes,Yes,Yes,Yes,Fruit
824,TOMATOES  ,6/14/2019,1.66,No,Yes,No,No,Fruit
823,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,6/14/2019,4.99,No,Yes,No,No,Fruit
822,TOMATOES VINE RIPES,6/14/2019,1.69,No,Yes,No,No,Fruit
2392,APPLES BRAEBURN,6/14/2019,0.5,Yes,Yes,Yes,Yes,Fruit
819,"TOMATOES VINE RIPES, ON THE VINE",6/14/2019,2.76,No,Yes,No,No,Fruit
1564,PEACHES VARIOUS WHITE FLESH VARIETIES,6/14/2019,1.63,No,Yes,No,No,Fruit
2390,APPLES GALA,6/14/2019,2.49,Yes,Yes,Yes,Yes,Fruit
433,CAULIFLOWER  ,6/14/2019,0.89,No,No,Yes,No,Vegetable
1565,PEACHES VARIOUS WHITE FLESH VARIETIES,6/14/2019,2.11,No,Yes,No,No,Fruit
1566,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/14/2019,1.48,No,Yes,No,No,Fruit
1567,PEACHES VARIOUS YELLOW FLESH VARIETIES,6/14/2019,2.76,No,Yes,No,No,Fruit
1750,PINEAPPLES  ,6/14/2019,0.64,Yes,No,Yes,Yes,Fruit
511,CABBAGE ROUND GREEN TYPE,6/14/2019,0.48,Yes,No,Yes,Yes,Vegetable
512,CABBAGE ROUND GREEN TYPE,6/14/2019,1.29,Yes,No,Yes,Yes,Vegetable
629,TOMATILLOS  ,6/14/2019,0.52,No,Yes,No,No,Fruit
434,CAULIFLOWER  ,6/14/2019,1.55,No,No,Yes,No,Vegetable
2657,APRICOTS  ,6/14/2019,1.23,Yes,Yes,No,No,Fruit
820,"TOMATOES VINE RIPES, ON THE VINE",6/14/2019,1.56,No,Yes,No,No,Fruit
367,CARROTS  ,6/14/2019,0.37,Yes,Yes,Yes,Yes,Vegetable
49,CUCUMBERS LONG SEEDLESS,6/14/2019,0.47,No,Yes,No,No,Vegetable
50,CUCUMBERS  ,6/14/2019,0.78,No,Yes,No,No,Vegetable
1651,PLUMS  ,6/14/2019,1.88,No,Yes,No,No,Fruit
1652,PLUMS  ,6/14/2019,2.49,No,Yes,No,No,Fruit
2620,BANANAS  ,6/14/2019,0.45,Yes,Yes,Yes,Yes,Fruit
2387,APPLES GOLDEN DELICIOUS,6/14/2019,0.77,Yes,Yes,Yes,Yes,Fruit
2388,APPLES GRANNY SMITH,6/14/2019,0.97,Yes,Yes,Yes,Yes,Fruit
2386,APPLES RED DELICIOUS,6/14/2019,0.52,Yes,Yes,Yes,Yes,Fruit
2389,APPLES GALA,6/14/2019,0.94,Yes,Yes,Yes,Yes,Fruit
52,CUCUMBERS LONG SEEDLESS,6/21/2019,0.68,No,Yes,No,No,Vegetable
1385,GRAPES WHITE SEEDLESS TYPE,6/21/2019,1.55,No,No,Yes,No,Fruit
1384,GRAPES RED SEEDLESS,6/21/2019,2.91,No,No,Yes,No,Fruit
1383,GRAPES RED SEEDLESS,6/21/2019,1.44,No,No,Yes,No,Fruit
1382,GRAPES BLACK SEEDLESS,6/21/2019,1.21,No,No,Yes,No,Fruit
1941,PEARS BOSC,6/21/2019,1.63,No,No,Yes,Yes,Fruit
513,CABBAGE ROUND GREEN TYPE,6/21/2019,0.34,Yes,No,Yes,Yes,Vegetable
1940,PEARS D'ANJOU,6/21/2019,0.88,No,No,Yes,Yes,Fruit
1220,LEMONS  ,6/21/2019,0.72,Yes,Yes,Yes,Yes,Fruit
2399,APPLES HONEYCRISP,6/21/2019,1.05,Yes,Yes,Yes,Yes,Fruit
2398,APPLES GALA,6/21/2019,1.34,Yes,Yes,Yes,Yes,Fruit
2397,APPLES FUJI,6/21/2019,0.77,Yes,Yes,Yes,Yes,Fruit
